ts,current_bytes,peak_bytes
1781135851,188338176,308473856
1781135851,188338176,308473856
1781135852,215289856,308473856
1781135852,215121920,308473856
1781135853,738197504,741830656
1781135853,1216860160,1219006464
1781135854,1715023872,1929515008
1781135854,1571491840,1929515008
1781135855,1940971520,1951432704
1781135855,2038845440,2041315328
1781135856,2038435840,2041315328
1781135856,2071990272,2073088000
1781135857,4954574848,4956717056
1781135857,4954857472,4956717056
1781135858,6751039488,6753599488
1781135858,7986016256,7998341120
1781135859,9264496640,9270530048
1781135859,9902211072,9913397248
1781135860,11503611904,11505508352
1781135860,9355919360,12884901888
1781135994,112611328,112885760
1781135994,121561088,123342848
1781135995,325632000,329039872
1781135995,386416640,415719424
1781135996,351625216,415719424
1781135996,337776640,415719424
1781135997,337776640,415719424
1781135997,337784832,415719424
1781135998,337784832,415719424
1781135998,337784832,415719424
1781135999,337825792,415719424
1781135999,337825792,415719424
1781136000,337825792,415719424
1781136000,337833984,415719424
1781136000,337833984,415719424
1781136001,337838080,415719424
1781136001,337838080,415719424
1781136001,337805312,415719424
1781136002,337793024,415719424
1781136002,337793024,415719424
1781136002,337793024,415719424
1781136003,337793024,415719424
1781136003,337793024,415719424
1781136003,337793024,415719424
1781136004,337793024,415719424
1781136004,337793024,415719424
1781136004,337788928,415719424
1781136005,323969024,415719424
1781136005,323887104,415719424
1781136005,320200704,415719424
1781136006,302772224,415719424
1781136006,302772224,415719424
1781136006,302772224,415719424
1781136007,302772224,415719424
1781136007,302772224,415719424
1781136007,302772224,415719424
1781136008,302772224,415719424
1781136008,302772224,415719424
1781136008,302772224,415719424
1781136009,302772224,415719424
1781136009,302772224,415719424
1781136009,302739456,415719424
1781136010,331993088,415719424
1781136010,344186880,415719424
1781136010,316579840,415719424
1781136011,316563456,415719424
1781136011,316563456,415719424
1781136011,316563456,415719424
1781136012,316563456,415719424
1781136012,316563456,415719424
1781136013,316563456,415719424
1781136013,316571648,415719424
1781136013,316571648,415719424
1781136014,316567552,415719424
1781136014,316567552,415719424
1781136014,316567552,415719424
1781136015,316567552,415719424
1781136015,316567552,415719424
1781136015,316567552,415719424
1781136016,316567552,415719424
1781136016,316542976,415719424
1781136016,316542976,415719424
1781136017,316542976,415719424
1781136017,316542976,415719424
1781136017,316542976,415719424
1781136018,316542976,415719424
1781136018,316542976,415719424
1781136018,316542976,415719424
1781136019,316542976,415719424
1781136019,316542976,415719424
1781136019,316542976,415719424
1781136020,316542976,415719424
1781136020,316514304,415719424
1781136020,316514304,415719424
1781136021,302678016,415719424
1781136021,302653440,415719424
1781136021,302653440,415719424
1781136022,302653440,415719424
1781136022,302653440,415719424
1781136022,302653440,415719424
1781136023,302653440,415719424
1781136023,302653440,415719424
1781136023,302653440,415719424
1781136024,302653440,415719424
1781136024,302649344,415719424
1781136024,302649344,415719424
1781136025,302649344,415719424
1781136025,302649344,415719424
1781136025,302620672,415719424
1781136026,302620672,415719424
1781136026,302620672,415719424
1781136026,302620672,415719424
1781136027,302620672,415719424
1781136027,302620672,415719424
1781136027,302620672,415719424
1781136028,302620672,415719424
1781136028,344408064,415719424
1781136029,344059904,415719424
1781136029,329760768,415719424
1781136029,337862656,415719424
1781136030,459763712,460812288
1781136030,985821184,990015488
1781136030,1675223040,1679155200
1781136031,2009227264,2011062272
1781136031,1732444160,2037276672
1781136031,1704763392,2037276672
1781136032,1747492864,2037276672
1781136032,1931292672,2037276672
1781136032,2090106880,2091220992
1781136033,2090344448,2091220992
1781136033,2090037248,2091220992
1781136033,2099810304,2104713216
1781136034,2100047872,2104713216
1781136034,2101346304,2105696256
1781136034,2100396032,2105696256
1781136035,2100875264,2105696256
1781136035,2100375552,2105696256
1781136036,2100350976,2105696256
1781136036,2100609024,2105696256
1781136036,2100326400,2105696256
1781136037,2100322304,2105696256
1781136037,2100600832,2105696256
1781136037,2100326400,2105696256
1781136038,2100322304,2105696256
1781136038,2100355072,2105696256
1781136038,2100367360,2105696256
1781136039,2100350976,2105696256
1781136039,2100617216,2105696256
1781136039,2100346880,2105696256
1781136040,2100342784,2105696256
1781136040,2100613120,2105696256
1781136040,2100350976,2105696256
1781136041,2100080640,2105696256
1781136041,2100080640,2105696256
1781136041,2099843072,2105696256
1781136042,2099834880,2105696256
1781136042,2100379648,2105696256
1781136042,2100105216,2105696256
1781136043,2100371456,2105696256
1781136043,2099929088,2105696256
1781136043,2099920896,2105696256
1781136044,2086129664,2105696256
1781136044,2085969920,2105696256
1781136044,2085421056,2105696256
1781136045,2085138432,2105696256
1781136045,2085138432,2105696256
1781136045,2085109760,2105696256
1781136046,2085142528,2105696256
1781136046,2085105664,2105696256
1781136046,2085044224,2105696256
1781136047,2085101568,2105696256
1781136047,2085101568,2105696256
1781136047,2085093376,2105696256
1781136048,2085097472,2105696256
1781136048,2085097472,2105696256
1781136048,2085089280,2105696256
1781136049,2085113856,2105696256
1781136049,2085113856,2105696256
1781136049,2085105664,2105696256
1781136050,2085093376,2105696256
1781136050,2085093376,2105696256
1781136050,2085085184,2105696256
1781136051,2085113856,2105696256
1781136051,2085113856,2105696256
1781136051,2085105664,2105696256
1781136052,2085122048,2105696256
1781136052,2085122048,2105696256
1781136052,2085113856,2105696256
1781136053,2085138432,2105696256
1781136053,2085138432,2105696256
1781136053,2085126144,2105696256
1781136054,2085126144,2105696256
1781136054,2085126144,2105696256
1781136054,2085117952,2105696256
1781136055,2085146624,2105696256
1781136055,2085146624,2105696256
1781136055,2085138432,2105696256
1781136056,2085142528,2105696256
1781136056,2085142528,2105696256
1781136056,2085134336,2105696256
1781136057,2085220352,2105696256
1781136057,2085220352,2105696256
1781136057,2085212160,2105696256
1781136058,2085265408,2105696256
1781136058,2085265408,2105696256
1781136058,2085240832,2105696256
1781136059,2085240832,2105696256
1781136059,2085240832,2105696256
1781136059,2085232640,2105696256
1781136060,2114879488,2116091904
1781136060,2114879488,2116091904
1781136060,2101059584,2116091904
1781136061,2101374976,2116091904
1781136061,2101370880,2116091904
1781136061,2102145024,2116091904
1781136062,2092085248,2116091904
1781136062,2092085248,2116091904
1781136062,2092077056,2116091904
1781136063,2092089344,2116091904
1781136063,2092089344,2116091904
1781136063,2092085248,2116091904
1781136064,2092101632,2116091904
1781136064,2092101632,2116091904
1781136064,2092093440,2116091904
1781136065,2092109824,2116091904
1781136065,2092109824,2116091904
1781136065,2092101632,2116091904
1781136066,2092105728,2116091904
1781136066,2092105728,2116091904
1781136066,2092101632,2116091904
1781136067,2091823104,2116091904
1781136067,2091823104,2116091904
1781136067,2091823104,2116091904
1781136068,2091843584,2116091904
1781136068,2091843584,2116091904
1781136069,2091843584,2116091904
1781136069,2091851776,2116091904
1781136069,2091851776,2116091904
1781136070,2091851776,2116091904
1781136070,2078052352,2116091904
1781136070,2078052352,2116091904
1781136071,2078052352,2116091904
1781136071,2077749248,2116091904
1781136071,2077749248,2116091904
1781136072,2076811264,2116091904
1781136072,2076782592,2116091904
1781136072,2076782592,2116091904
1781136073,2076782592,2116091904
1781136073,2076536832,2116091904
1781136073,2076536832,2116091904
1781136074,2076536832,2116091904
1781136074,2076540928,2116091904
1781136074,2076540928,2116091904
1781136075,2076540928,2116091904
1781136075,2076508160,2116091904
1781136075,2076508160,2116091904
1781136076,2076508160,2116091904
1781136076,2076446720,2116091904
1781136076,2076446720,2116091904
1781136077,2076446720,2116091904
1781136077,2076655616,2116091904
1781136077,2076655616,2116091904
1781136078,2076655616,2116091904
1781136078,2076655616,2116091904
1781136078,2076655616,2116091904
1781136079,2076655616,2116091904
1781136079,2076663808,2116091904
1781136079,2076663808,2116091904
1781136080,2076663808,2116091904
1781136080,2076663808,2116091904
1781136080,2076663808,2116091904
1781136081,2105671680,2116091904
1781136081,2091065344,2116091904
1781136081,2091065344,2116091904
1781136082,2091442176,2116091904
1781136082,2090917888,2116091904
1781136082,2090917888,2116091904
1781136083,2090938368,2116091904
1781136083,2090913792,2116091904
1781136083,2090913792,2116091904
1781136084,2091180032,2116091904
1781136084,2090913792,2116091904
1781136084,2090913792,2116091904
1781136085,2090938368,2116091904
1781136085,2090930176,2116091904
1781136085,2090930176,2116091904
1781136086,2090942464,2116091904
1781136086,2090930176,2116091904
1781136086,2090930176,2116091904
1781136087,2090938368,2116091904
1781136087,2090926080,2116091904
1781136087,2090926080,2116091904
1781136088,2090942464,2116091904
1781136088,2090930176,2116091904
1781136088,2090930176,2116091904
1781136089,2090934272,2116091904
1781136089,2090926080,2116091904
1781136089,2090926080,2116091904
1781136090,2090938368,2116091904
1781136090,2090930176,2116091904
1781136090,2090930176,2116091904
1781136091,2090590208,2116091904
1781136091,2076631040,2116091904
1781136091,2076631040,2116091904
1781136092,2076659712,2116091904
1781136093,2076643328,2116091904
1781136093,2076643328,2116091904
1781136093,2076770304,2116091904
1781136094,2076733440,2116091904
1781136094,2076733440,2116091904
1781136094,2076749824,2116091904
1781136095,2076737536,2116091904
1781136095,2076737536,2116091904
1781136095,2076758016,2116091904
1781136096,2076749824,2116091904
1781136096,2076749824,2116091904
1781136096,2076749824,2116091904
1781136097,2076737536,2116091904
1781136097,2076737536,2116091904
1781136097,2077011968,2116091904
1781136098,2076745728,2116091904
1781136098,2076745728,2116091904
1781136098,2076762112,2116091904
1781136099,2076749824,2116091904
1781136099,2076749824,2116091904
1781136099,2076766208,2116091904
1781136100,2090782720,2116091904
1781136100,2090782720,2116091904
1781136100,2090725376,2116091904
1781136101,2094624768,2116091904
1781136101,2094624768,2116091904
1781136101,2094481408,2116091904
1781136102,2094469120,2116091904
1781136102,2094469120,2116091904
1781136102,2094440448,2116091904
1781136103,2094538752,2116091904
1781136103,2094538752,2116091904
1781136103,2094522368,2116091904
1781136104,2094989312,2116091904
1781136104,2094989312,2116091904
1781136104,2094682112,2116091904
1781136105,2094444544,2116091904
1781136105,2094473216,2116091904
1781136105,2094452736,2116091904
1781136106,2094432256,2116091904
1781136106,2094432256,2116091904
1781136106,2094419968,2116091904
1781136107,2094411776,2116091904
1781136107,2094411776,2116091904
1781136107,2094395392,2116091904
1781136108,2094387200,2116091904
1781136108,2094387200,2116091904
1781136108,2094395392,2116091904
1781136109,2094387200,2116091904
1781136109,2094387200,2116091904
1781136109,2094403584,2116091904
1781136110,2080595968,2116091904
1781136110,2080595968,2116091904
1781136110,2080620544,2116091904
1781136111,2079010816,2116091904
1781136111,2079010816,2116091904
1781136111,2078990336,2116091904
1781136112,2078982144,2116091904
1781136112,2078982144,2116091904
1781136112,2079002624,2116091904
1781136113,2078994432,2116091904
1781136113,2078994432,2116091904
1781136113,2078973952,2116091904
1781136114,2078965760,2116091904
1781136114,2078965760,2116091904
1781136114,2078978048,2116091904
1781136115,2078961664,2116091904
1781136115,2078961664,2116091904
1781136115,2078994432,2116091904
1781136116,2078949376,2116091904
1781136116,2078949376,2116091904
1781136116,2079113216,2116091904
1781136117,2079117312,2116091904
1781136117,2079117312,2116091904
1781136117,2079100928,2116091904
1781136118,2079117312,2116091904
1781136118,2079117312,2116091904
1781136118,2079105024,2116091904
1781136119,2079371264,2116091904
1781136119,2079371264,2116091904
1781136119,2079113216,2116091904
1781136120,2079236096,2116091904
1781136120,2079236096,2116091904
1781136120,2079141888,2116091904
1781136121,2118955008,2122993664
1781136121,2118955008,2122993664
1781136121,2104885248,2122993664
1781136122,2100854784,2122993664
1781136122,2100854784,2122993664
1781136122,2100051968,2122993664
1781136123,2100035584,2122993664
1781136123,2100035584,2122993664
1781136123,2100285440,2122993664
1781136124,2101698560,2122993664
1781136124,2102476800,2122993664
1781136124,2101157888,2122993664
1781136125,2100908032,2122993664
1781136125,2100908032,2122993664
1781136125,2100903936,2122993664
1781136126,2100899840,2122993664
1781136126,2100899840,2122993664
1781136126,2100899840,2122993664
1781136127,2100903936,2122993664
1781136127,2100903936,2122993664
1781136127,2100858880,2122993664
1781136128,2100867072,2122993664
1781136128,2100867072,2122993664
1781136128,2100858880,2122993664
1781136129,2100862976,2122993664
1781136129,2100862976,2122993664
1781136129,2100797440,2122993664
1781136130,2100813824,2122993664
1781136130,2100813824,2122993664
1781136130,2100805632,2122993664
1781136131,2084667392,2122993664
1781136131,2084667392,2122993664
1781136131,2083819520,2122993664
1781136132,2083790848,2122993664
1781136132,2083790848,2122993664
1781136132,2083782656,2122993664
1781136133,2083762176,2122993664
1781136133,2083762176,2122993664
1781136133,2083442688,2122993664
1781136134,2082435072,2122993664
1781136134,2082435072,2122993664
1781136134,2082426880,2122993664
1781136135,2082439168,2122993664
1781136135,2082439168,2122993664
1781136135,2082430976,2122993664
1781136136,2082443264,2122993664
1781136136,2082443264,2122993664
1781136136,2082435072,2122993664
1781136137,2084151296,2122993664
1781136137,2084151296,2122993664
1781136138,2083950592,2122993664
1781136138,2083971072,2122993664
1781136138,2083971072,2122993664
1781136139,2083962880,2122993664
1781136139,2083966976,2122993664
1781136139,2083966976,2122993664
1781136140,2083958784,2122993664
1781136140,2083962880,2122993664
1781136140,2083962880,2122993664
1781136141,2083954688,2122993664
1781136141,2110955520,2122993664
1781136141,2110955520,2122993664
1781136142,2097741824,2122993664
1781136142,2097229824,2122993664
1781136142,2097229824,2122993664
1781136143,2096766976,2122993664
1781136143,2096754688,2122993664
1781136143,2096754688,2122993664
1781136144,2096746496,2122993664
1781136144,2097311744,2122993664
1781136144,2097385472,2122993664
1781136145,2097049600,2122993664
1781136145,2096787456,2122993664
1781136145,2097049600,2122993664
1781136146,2097053696,2122993664
1781136146,2097057792,2122993664
1781136146,2097057792,2122993664
1781136147,2096787456,2122993664
1781136147,2096787456,2122993664
1781136147,2096787456,2122993664
1781136148,2096779264,2122993664
1781136148,2096762880,2122993664
1781136148,2096762880,2122993664
1781136149,2096758784,2122993664
1781136149,2096758784,2122993664
1781136149,2096758784,2122993664
1781136150,2096754688,2122993664
1781136150,2096750592,2122993664
1781136150,2096750592,2122993664
1781136151,2096746496,2122993664
1781136151,2082615296,2122993664
1781136151,2082615296,2122993664
1781136152,2082541568,2122993664
1781136152,2082545664,2122993664
1781136152,2082545664,2122993664
1781136153,2082541568,2122993664
1781136153,2082766848,2122993664
1781136153,2082766848,2122993664
1781136154,2082766848,2122993664
1781136154,2082770944,2122993664
1781136154,2082770944,2122993664
1781136155,2082770944,2122993664
1781136155,2082770944,2122993664
1781136155,2082770944,2122993664
1781136156,2082770944,2122993664
1781136156,2082775040,2122993664
1781136156,2082775040,2122993664
1781136157,2082775040,2122993664
1781136158,2082877440,2122993664
1781136158,2082877440,2122993664
1781136158,2082877440,2122993664
1781136159,2082885632,2122993664
1781136159,2082885632,2122993664
1781136159,2082852864,2122993664
1781136160,2082852864,2122993664
1781136160,2082852864,2122993664
1781136160,2082852864,2122993664
1781136161,2082848768,2122993664
1781136161,2082848768,2122993664
1781136161,2082848768,2122993664
1781136162,2082848768,2122993664
1781136162,2082848768,2122993664
1781136162,2082848768,2122993664
1781136163,2082852864,2122993664
1781136163,2082852864,2122993664
1781136163,2111844352,2122993664
1781136164,2097143808,2122993664
1781136164,2098122752,2122993664
1781136164,2098528256,2122993664
1781136165,2115534848,2122993664
1781136165,2115182592,2122993664
1781136165,2121482240,2124431360
1781136166,2136993792,2143059968
1781136166,2137255936,2143059968
1781136166,2137661440,2143059968
1781136167,2137206784,2143059968
1781136167,2137206784,2143059968
1781136167,2137726976,2143059968
1781136168,2137772032,2143059968
1781136168,2137772032,2143059968
1781136168,2137669632,2143059968
1781136169,2137780224,2143059968
1781136169,2137772032,2143059968
1781136169,2137497600,2143059968
1781136170,2137260032,2143059968
1781136170,2137260032,2143059968
1781136170,2137518080,2143059968
1781136171,2137276416,2143059968
1781136171,2137276416,2143059968
1781136171,2137538560,2143059968
1781136172,2137546752,2143059968
1781136172,2137808896,2143059968
1781136172,2138738688,2143059968
1781136173,2138386432,2143059968
1781136173,2138386432,2143059968
1781136173,2137833472,2143059968
1781136174,2124304384,2143059968
1781136174,2124304384,2143059968
1781136174,2124058624,2143059968
1781136175,2124058624,2143059968
1781136175,2124058624,2143059968
1781136175,2124308480,2143059968
1781136176,2123489280,2143059968
1781136176,2122973184,2143059968
1781136176,2121338880,2143059968
1781136177,2119401472,2143059968
1781136177,2119401472,2143059968
1781136177,2119409664,2143059968
1781136178,2119139328,2143059968
1781136178,2119139328,2143059968
1781136178,2119667712,2143059968
1781136179,2119401472,2143059968
1781136179,2119143424,2143059968
1781136179,2119663616,2143059968
1781136180,2119671808,2143059968
1781136180,2119671808,2143059968
1781136180,2119598080,2143059968
1781136181,2119405568,2143059968
1781136181,2119405568,2143059968
1781136181,2119376896,2143059968
1781136182,2119888896,2143059968
1781136182,2119888896,2143059968
1781136182,2118766592,2143059968
1781136183,2118000640,2143059968
1781136183,2118000640,2143059968
1781136183,2118012928,2143059968
1781136184,2135318528,2153390080
1781136184,2135318528,2153390080
1781136184,2135003136,2153390080
1781136185,2135007232,2153390080
1781136185,2135007232,2153390080
1781136185,2135007232,2153390080
1781136186,2769645568,2771791872
1781136186,2769645568,2771791872
1781136186,2769833984,2771791872
1781136187,2770763776,2772279296
1781136187,2770763776,2772279296
1781136187,2742419456,2772279296
1781136188,2741047296,2772279296
1781136188,2741047296,2772279296
1781136188,2741067776,2772279296
1781136189,2742194176,2777653248
1781136189,2742194176,2777653248
1781136189,2742153216,2777653248
1781136190,2742116352,2777653248
1781136190,2742116352,2777653248
1781136190,2742386688,2777653248
1781136191,2742120448,2777653248
1781136191,2742120448,2777653248
1781136191,2742140928,2777653248
1781136192,2742136832,2777653248
1781136192,2742136832,2777653248
1781136192,2742140928,2777653248
1781136193,2742136832,2777653248
1781136193,2742136832,2777653248
1781136193,2742145024,2777653248
1781136194,2728337408,2777653248
1781136194,2728337408,2777653248
1781136194,2728345600,2777653248
1781136195,2728337408,2777653248
1781136195,2728337408,2777653248
1781136195,2728345600,2777653248
1781136196,2727407616,2777653248
1781136196,2727407616,2777653248
1781136196,2727424000,2777653248
1781136197,2727055360,2777653248
1781136197,2727055360,2777653248
1781136197,2726027264,2777653248
1781136198,2726010880,2777653248
1781136198,2726010880,2777653248
1781136198,2725994496,2777653248
1781136199,2725388288,2777653248
1781136199,2725388288,2777653248
1781136199,2725298176,2777653248
1781136200,2725281792,2777653248
1781136200,2725281792,2777653248
1781136200,2725289984,2777653248
1781136201,2725310464,2777653248
1781136201,2725310464,2777653248
1781136201,2725330944,2777653248
1781136202,2725306368,2777653248
1781136202,2725306368,2777653248
1781136202,2725584896,2777653248
1781136203,2725359616,2777653248
1781136203,2725359616,2777653248
1781136203,2725376000,2777653248
1781136204,2725363712,2777653248
1781136204,2725363712,2777653248
1781136204,2725642240,2777653248
1781136205,2725363712,2777653248
1781136205,2725363712,2777653248
1781136205,2725384192,2777653248
1781136206,2725363712,2777653248
1781136206,2725363712,2777653248
1781136206,2725896192,2777653248
1781136207,2725363712,2777653248
1781136207,2725363712,2777653248
1781136207,2725376000,2777653248
1781136208,2725371904,2777653248
1781136208,2725371904,2777653248
1781136209,2725380096,2777653248
1781136209,2725371904,2777653248
1781136209,2725371904,2777653248
1781136210,2725380096,2777653248
1781136210,2725371904,2777653248
1781136210,2725371904,2777653248
1781136211,2725388288,2777653248
1781136211,2725380096,2777653248
1781136211,2725380096,2777653248
1781136212,2725392384,2777653248
1781136212,2725351424,2777653248
1781136213,2725629952,2777653248
1781136213,2725363712,2777653248
1781136214,2725363712,2777653248
1781136214,2725363712,2777653248
1781136215,2725400576,2777653248
1781136215,2725330944,2777653248
1781136216,2725289984,2777653248
1781136216,2725400576,2777653248
1781136217,2725384192,2777653248
1781136217,2726506496,2777653248
1781136218,2726289408,2777653248
1781136218,2726219776,2777653248
1781136219,2726223872,2777653248
1781136219,2726223872,2777653248
1781136220,2726133760,2777653248
1781136220,2726129664,2777653248
1781136221,2726133760,2777653248
1781136221,2726129664,2777653248
1781136222,2726137856,2777653248
1781136222,2726129664,2777653248
1781136223,2726121472,2777653248
1781136223,2726133760,2777653248
1781136224,2726547456,2777653248
1781136225,2726555648,2777653248
1781136225,2726547456,2777653248
1781136226,2726559744,2777653248
1781136226,2726547456,2777653248
1781136227,2726555648,2777653248
1781136227,2726551552,2777653248
1781136228,2725400576,2777653248
1781136228,2725396480,2777653248
1781136229,2725376000,2777653248
1781136229,2725371904,2777653248
1781136230,2725646336,2777653248
1781136230,2725380096,2777653248
1781136231,2753794048,2777653248
1781136231,2740101120,2777653248
1781136232,2739298304,2777653248
1781136232,2739281920,2777653248
1781136233,2739531776,2777653248
1781136233,2739294208,2777653248
1781136234,2739638272,2777653248
1781136234,2739503104,2777653248
1781136235,2739318784,2777653248
1781136235,2739290112,2777653248
1781136236,2739310592,2777653248
1781136236,2739048448,2777653248
1781136237,2738769920,2777653248
1781136237,2738765824,2777653248
1781136238,2738774016,2777653248
1781136238,2738765824,2777653248
1781136239,2738769920,2777653248
1781136239,2738765824,2777653248
1781136240,2738769920,2777653248
1781136240,2738765824,2777653248
1781136241,2724970496,2777653248
1781136241,2724966400,2777653248
1781136242,2724978688,2777653248
1781136242,2724974592,2777653248
1781136243,2724954112,2777653248
1781136243,2724945920,2777653248
1781136244,2724950016,2777653248
1781136244,2724945920,2777653248
1781136245,2724978688,2777653248
1781136245,2724974592,2777653248
1781136246,2724970496,2777653248
1781136246,2724970496,2777653248
1781136247,2724970496,2777653248
1781136247,2724966400,2777653248
1781136248,2724982784,2777653248
1781136248,2724978688,2777653248
1781136249,2724982784,2777653248
1781136249,2724978688,2777653248
1781136250,2725068800,2777653248
1781136250,2725064704,2777653248
1781136251,2725261312,2777653248
1781136251,2725257216,2777653248
1781136252,2725249024,2777653248
1781136252,2725249024,2777653248
1781136253,2725257216,2777653248
1781136253,2725257216,2777653248
1781136254,2725269504,2777653248
1781136254,2725269504,2777653248
1781136255,2725269504,2777653248
1781136255,2725269504,2777653248
1781136256,2725265408,2777653248
1781136256,2725265408,2777653248
1781136257,2725273600,2777653248
1781136257,2725273600,2777653248
1781136258,2725273600,2777653248
1781136258,2725273600,2777653248
1781136259,2725249024,2777653248
1781136259,2725249024,2777653248
1781136260,2725257216,2777653248
1781136260,2725257216,2777653248
1781136261,2725134336,2777653248
1781136261,2725134336,2777653248
1781136262,2725134336,2777653248
1781136262,2725134336,2777653248
1781136263,2725142528,2777653248
1781136263,2725142528,2777653248
1781136264,2725138432,2777653248
1781136264,2725138432,2777653248
1781136265,2725130240,2777653248
1781136265,2725130240,2777653248
1781136266,2725142528,2777653248
1781136266,2725142528,2777653248
1781136267,2725142528,2777653248
1781136267,2725142528,2777653248
1781136268,2725732352,2777653248
1781136268,2725576704,2777653248
1781136269,2727616512,2777653248
1781136269,2733035520,2777653248
1781136270,2756083712,2777653248
1781136271,2811072512,2814758912
1781136271,2791206912,2814758912
1781136272,2795417600,2814758912
1781136272,2791157760,2814758912
1781136273,2791051264,2814758912
1781136273,2791305216,2814758912
1781136274,2794688512,2814758912
1781136274,2791448576,2814758912
1781136275,2791772160,2814758912
1781136275,2783936512,2814758912
1781136276,2783715328,2814758912
1781136276,2779238400,2814758912
1781136277,2779324416,2814758912
1781136277,2778959872,2814758912
1781136278,2779496448,2814758912
1781136278,2778726400,2814758912
1781136279,2778992640,2814758912
1781136279,2779258880,2814758912
1781136280,2778759168,2814758912
1781136280,2777661440,2814758912
1781136281,2777251840,2814758912
1781136281,2763157504,2814758912
1781136282,2796703744,2814758912
1781136282,2783072256,2814758912
1781136283,2782580736,2814758912
1781136283,2782568448,2814758912
1781136284,2811457536,2814758912
1781136284,3892862976,3894951936
1781136285,3893178368,3894951936
1781136285,3893170176,3894951936
1781136286,3892924416,3894951936
1781136287,3893157888,3894951936
1781136287,3893411840,3894951936
1781136288,3893170176,3894951936
1781136288,3892928512,3894951936
1781136289,3892920320,3894951936
1781136289,3892928512,3894951936
1781136290,3892920320,3894951936
1781136290,3892940800,3894951936
1781136291,3960008704,3960008704
1781136291,3966582784,3967877120
1781136292,3859038208,3967877120
1781136292,3858841600,3967877120
1781136293,3844579328,3967877120
1781136293,3844825088,3967877120
1781136294,3844558848,3967877120
1781136294,3844079616,3967877120
1781136295,3844313088,3967877120
1781136295,3844059136,3967877120
1781136296,3844337664,3967877120
1781136296,3844063232,3967877120
1781136297,3844345856,3967877120
1781136297,3844079616,3967877120
1781136298,3844087808,3967877120
1781136298,3844079616,3967877120
1781136299,3844345856,3967877120
1781136299,3844075520,3967877120
1781136300,3844087808,3967877120
1781136300,3844079616,3967877120
1781136301,3843731456,3967877120
1781136301,3843104768,3967877120
1781136302,3842772992,3967877120
1781136302,3842744320,3967877120
1781136303,3841347584,3967877120
1781136303,3841335296,3967877120
1781136304,3841343488,3967877120
1781136304,3841335296,3967877120
1781136305,3841343488,3967877120
1781136305,3841335296,3967877120
1781136306,3841351680,3967877120
1781136306,3841339392,3967877120
1781136307,3841609728,3967877120
1781136307,3841339392,3967877120
1781136308,3841355776,3967877120
1781136308,3841343488,3967877120
1781136309,3841351680,3967877120
1781136309,3841347584,3967877120
1781136310,3841359872,3967877120
1781136310,3841351680,3967877120
1781136311,3841355776,3967877120
1781136311,3841351680,3967877120
1781136312,3841363968,3967877120
1781136312,3841351680,3967877120
1781136313,3841355776,3967877120
1781136313,3841347584,3967877120
1781136314,3841368064,3967877120
1781136314,3841359872,3967877120
1781136315,3841363968,3967877120
1781136315,3841355776,3967877120
1781136316,3841363968,3967877120
1781136316,3841359872,3967877120
1781136317,3841363968,3967877120
1781136317,3841359872,3967877120
1781136318,3841363968,3967877120
1781136318,3841359872,3967877120
1781136319,3841368064,3967877120
1781136319,3841363968,3967877120
1781136320,3841388544,3967877120
1781136320,3841376256,3967877120
1781136321,3841384448,3967877120
1781136321,3841376256,3967877120
1781136322,3841388544,3967877120
1781136322,3841376256,3967877120
1781136323,3841384448,3967877120
1781136323,3841380352,3967877120
1781136324,3841646592,3967877120
1781136324,3841380352,3967877120
1781136325,3841687552,3967877120
1781136325,3841679360,3967877120
1781136326,3841695744,3967877120
1781136326,3841687552,3967877120
1781136327,3841695744,3967877120
1781136327,3841691648,3967877120
1781136328,3841703936,3967877120
1781136328,3841695744,3967877120
1781136329,3841695744,3967877120
1781136329,3841691648,3967877120
1781136330,3841699840,3967877120
1781136330,3841695744,3967877120
1781136331,3841695744,3967877120
1781136331,3841691648,3967877120
1781136332,3841712128,3967877120
1781136333,3841708032,3967877120
1781136333,3841712128,3967877120
1781136334,3841679360,3967877120
1781136334,3841687552,3967877120
1781136335,3841683456,3967877120
1781136335,3841556480,3967877120
1781136336,3841552384,3967877120
1781136336,3841556480,3967877120
1781136337,3841552384,3967877120
1781136337,3841556480,3967877120
1781136338,3841556480,3967877120
1781136338,3841564672,3967877120
1781136339,3841560576,3967877120
1781136339,3841564672,3967877120
1781136340,3841564672,3967877120
1781136340,3841564672,3967877120
1781136341,3841560576,3967877120
1781136341,3841560576,3967877120
1781136342,3841556480,3967877120
1781136342,3841556480,3967877120
1781136343,3841556480,3967877120
1781136343,3841642496,3967877120
1781136344,3841638400,3967877120
1781136344,3841662976,3967877120
1781136345,3841658880,3967877120
1781136345,3841675264,3967877120
1781136346,3841675264,3967877120
1781136346,3841667072,3967877120
1781136347,3841667072,3967877120
1781136347,3841667072,3967877120
1781136348,3841667072,3967877120
1781136349,3841667072,3967877120
1781136349,3841667072,3967877120
1781136350,3841667072,3967877120
1781136350,3841667072,3967877120
1781136351,3857850368,3967877120
1781136351,3857752064,3967877120
1781136352,3857584128,3967877120
1781136352,3857584128,3967877120
1781136353,3857649664,3967877120
1781136353,3857649664,3967877120
1781136354,3858186240,3967877120
1781136354,3857928192,3967877120
1781136355,3858190336,3967877120
1781136355,3857670144,3967877120
1781136356,3857944576,3967877120
1781136356,3857682432,3967877120
1781136357,3857678336,3967877120
1781136357,3857678336,3967877120
1781136358,3857670144,3967877120
